店铺名称,联系电话,详细地址
菲力斯健身攀岩馆,0752-2891026/13143612381,惠城区江北三环北路26号万科金域华庭三期商业街1号楼2层03-04号
卡乐迪量贩KTV(北区店),0752-2057886/18207528710,惠城区泰豪路数码工业园北区福鑫购物广场3层
伊康阁养生馆,13824261771,惠城区龙湖大道蜜糖小城8栋1单元1号商铺（紧靠碧桂园珑悦花园）
萍聚美容养生馆,13431854647,惠城区龙津街77号（康蕾幼儿园斜对面）
天里人采耳,0752-8868585,惠东县侨胜南路11号（公安局对面）
罗浮山射击俱乐部,18029980993,博罗县长宁镇233县道罗浮山风景区停车场斜对面
素妍美容养生馆,18316336397,惠城区惠州大道光耀橙子1805号（佳兆业对面，阳光谷旁边）
耳道连锁(江北水云居店),0752-2881355,惠城区江北期湖塘路5号水云居一层03号（工商银行）
V-Fit维体健身会所(江北店),0752-2816120,惠城区沿江路8号（保利达江湾南岸营销中心内）
中医养生,0752-2224586/15816420266,惠城区马庄路新时代花园B栋106-2号（我愿购便利店后面--中医养生）
手佳专业盲人按摩,15608468569/15016069631,博罗县园洲镇下南村兴园二路6号（兴园二路与影湖路交叉口西50米路南）
42号码头音乐餐吧,0752-6664298,惠城区期湖塘路水北新村三区42号商铺
涂鸦游泳健身会所,0752-8497588,惠城区麦地路麦地安鸿愉景大厦3-4楼（原人人乐斜对面，世贸正对面）
金华悦暴风私人影院,0752-2888080,惠城区惠州惠城区下埔大道28号金华悦酒店3楼
缘发盐蒸养生馆,15916351556/15820723320,惠城区银湖路西四巷6号
新盛世量贩式KTV,18927347586,惠城区黄屋路4-5号
惠台羽毛球馆,0752-2159333,惠城区惠新寮横路与新沥路交叉口东北200米
V.party 音乐会所,0752-3390906,惠阳区秋长白石大石古伯富商场4楼
德康养生馆,0752-6988431,博罗县富民路鹏泰生活超市2层
臻荟经络理疗馆,17388759560/13202336363,惠城区金茂路北二街金茂现代城二期对面
颐和堂养生馆,13751906636,惠东县海滨大道巴顿国际底商
俊康养生会所,18820396215,惠城区和畅五路红旗商业步行街35号
创艺明珠养生馆,0752-3361317,惠阳区星河西四路11号
欣康经络理疗盐蒸馆,13075219826,惠阳区园岭街3号
金源休闲会所,0752-3558958,惠阳区人民二路59号
华涟荟伊琪美容中心,13430267144,惠城区云山新江路21号城市绿兴家园1-5栋1层12号
养生堂经络理疗推油美容会所,18665234468,惠城区花边南路18号胜高国际酒店9楼（原隆泰金都国际酒店）
迷上冷饮吧,13413165668,惠东县稔广路78号
我们的休闲吧,13413147218,惠东县金海湾大道41号（巽寮印象美食部落北50米）
指尖倾城盲人按摩理疗馆,13433525870,惠城区湖溪大道35号大参林药店旁3楼
金泰连锁(陈江车站店),0752-3232136,惠城区陈江镇曙光路210号安泰酒店5楼（仲恺客运站旁）
耳道连锁(江北江畔花园店),0752-3072528,惠城区江北江畔花园B3-101B
时代VIP 影K,0752-3340338,惠阳区淡水镇南门西街1号时代广场六楼
绿缘养生会所,0752-8385378,惠城区中信水岸城维也纳3好酒店二楼
头文字真人水弹CS实战基地,0752-7773380,惠城区三环东路北水口光辉家居CBD
金富乔美发沐足城,0752-3555368,惠阳区秋长镇人民三路98号
杰克琴行(吉他钢琴古筝),0752-2150501/18026627446,惠城区河南岸白泥二路4号（美中幼儿园旁）
益寿宫养生店,13714118776,惠东县碧桂园十里银滩海逸湾3号楼2单元02铺
好声音量贩式KTV,0752-3890763,惠阳区东风村来利市场三楼
永乐康盲人中医推拿中心,0752-3372885/15986587803,惠城区甲子路永乐街21号（民乐福后面）
扬光体育(千佳御景居二期游泳池),18675788718,惠城区惠御景路155号附近（千佳御景居二期）
康健盲人按摩,18813483578,惠城区金湖路西5巷16号
鑫港都会所,0752-2619718,惠城区惠州惠城区南坛东二路南坛东路13号
摩微影院(惠州博罗店),15219981388/15899541367,博罗县博罗县罗阳镇商业东街荣鸿大厦901（东山公园路口）
安暖Diy蛋糕烘焙工作室,13532182046,惠城区演达大道14号云天华庭24楼2411房（港惠新天地附近）（港惠新天地旁）
康恒体育游泳馆,15917755777,博罗县江南大道东9号佳兆业万怡酒店1层
行舍咖啡甜品diy烘焙店,18719197385/13352787294,惠城区麦地南路23-12号（麦兴新苑C栋1层，光耀城市广场旁）
左耳耳道,0752-2631169,惠城区惠沙堤二路88号珑湖湾二期T15栋1层12号（珑湖湾西门停车场入口旁）
康美爱家经络养生馆(水口店),15302682009/18928357945,惠城区人民北一路97号
安华堂理疗养生馆,13928380012,惠城区陈江白云村盈富小区B6号楼1楼（天富酒店后门）
钟意妮国际养生调理馆,0752-8586520/13680867383,惠城区河南岸白泥路23号江湾公馆1期4号楼1层03号
福平盲人按摩(虾村连锁店),13631968751,"惠城区惠民大道虾村村委会荣头四队88号（虾村村委会斜对面,美景园林旁）"
荷兰公馆游泳池,13172767475,惠城区马安镇新乐路光耀荷兰公馆内（惠州经济学院旁）
怡康养生中心(博罗店),0752-2055333,博罗县惠博大道华鸿星岸城
益耳堂采耳养生连锁(园洲店),0752-6677917/13712941655,博罗县服装一路10号
脊柱梳理,15220711117,博罗县罗浮路49号（新华书店）
世龙世家手足健康护理连锁(惠城南岸路店),15016008649/15917751132,惠城区南岸路22号
金姿玉颜美容汗蒸养生会所,0752-6732776,博罗县园洲镇水岸香洲西二门停车场门口
威革斯健身(富力店),0752-6903456,博罗县博罗大道富力现代广场D1-D4栋3楼
忆馨按摩理疗美容中心,15820706647,惠城区麦地路丽日银座（花边岭广场人人乐对面旺达数码城15楼）
王铁创点穴,17722947517/13422955538,博罗县232县道长宁牌坊天医堂
坐忘陶艺馆,15014964626,惠城区江北佳兆业中心二期B3栋1201（南门游乐场旁边）
君悦阁养生沐足,0752-5317899,惠城区龙湖大道南路317号（惠州龙湖学校对面）
纤纤伊人养生减肥中心,13713992228,惠城区期湖塘路8-25号（卫国苑斜对面）
艾夫人艾灸馆,0752-2126298,惠城区斑樟湖路河南岸江湾公馆2期4栋1303
罗尚美容养生馆(沁康元金山湖店),15118963663,惠城区河南岸金山湖老村25号A-2
耳目一新,0752-3828089/18129588253,惠阳区承修二路博雅苑1层06号铺
双月湾小星山潜水?浮潜俱乐部,0752-8892996/18476994043,惠东县210县道港口中心幼儿园旁
维多利亚水上派对,0752-2067555,惠城区佳兆业二期6楼
TRF泰瑞夫泰拳健身会所,15820726900,惠城区和畅二路8号（日盛天钻广场4楼）
董德堂中医养生馆,13352659731,惠城区下角小中堂2路银河湾C栋董德堂
康美爱家盐蒸馆,13352658325,惠城区仲恺红旗下欧六巷16号（深鹏购物广场后面）沙欧路
指甲秀汗蒸养生馆,13138378716,惠城区惠州惠城区下角东路39号（指甲秀二楼）
正源堂养生会馆,0752-2299079,惠城区白泥一路21号永嘉华庭E栋单元1层（方直广场）
金年华KTV,0752-8266166,惠东县吉隆镇广汕公路28号
鑫丽宫沐足,0752-5366088,惠阳区龙海三路大亚湾第三中学斜对面
素物手作?木工DIY,18026522045,惠城区江北新沥路华辉铭铸8-107（距新华文化广场约150米）
大脸陶艺店,0752-2841813/15219988678,惠城区惠州大道江北佳兆业中心A栋4单元1502室（意生广场）
双月湾小星山浮潜,13502250658,惠东县210县道海旁街39号（靠近存记饭店总店）
欧拉斯进口酒水清吧(麦地店),18502051768,惠城区花边南路17号
扶正堂,0752-2254833/13352648288,惠城区东平半岛环岛一路1号东方威尼斯花园A5栋1层01号（赛格假日广场）
莎蕾书屋,0752-3778080,惠阳区淡水叶挺西路207号（南四路巴蜀风旁边）
耳道连锁(滨江店),13160747888,惠城区下埔西堤路36号华怡大厦首层1-2号铺
耳聆,0752-3699296,惠阳区承修一路19号
南昆山居温泉度假村养生中心,0752-5896630/18819693968,龙门县龙华镇沙迳119省道水口2号桥西行50米路南
花下醉酒吧,18933263331,惠阳区开城大道北14号
唯城清吧,15811973231,惠城区惠风六路26号小区8-9号
V-Fit维体健身会所(麦地店),0752-2816420,惠城区华斯顿国际酒店21楼
皇冠假日酒店游泳池,0752-2282222,惠城区水口街道皇冠路8号惠州皇冠假日酒店4楼
日诗夜享清吧,18979600770/15220613110,惠城区演达大道荷塘风韵大酒店旁
德国皇家1255音乐酒馆,0752-2558665,惠城区惠城区窑头北路东平二街2-11号
源和堂中医理疗馆,13824238916,惠阳区爱民东路与长安南路交叉口西北50米
红珊瑚音乐美食酒馆,18927321999,惠东县凤嘴路天后宫红树湾畔5号楼101铺
宝力源健身工作室(东平桥东店),13729958185,惠城区永平路东平桥东达利商务中心4楼405号（近金典水岸）
芷莘采耳养生馆,13670006405/18124533669,惠阳区龙海三路龙光城北1期1栋204号戴斯酒店斜对面天桥口2楼
巴提仕演艺酒吧,13829941676,惠城区惠州胜利街1号二楼
海韵酒吧,15916375692,惠东县207县道碧桂园十里银滩三期金海岸商业街最南侧路东
健康来了养生馆(龙湖二店),0752-2363366/13556210706,惠城区人民北二街与容屋二街交叉口西南50米
龙门温泉度假别墅(富力养生谷店),13286803335,龙门县119省道永汉镇富力养生谷D区别墅
V-Fit维体健身会所(皇冠店),0752-2282222-8474,惠城区皇冠假日酒店4楼
尚赫健康沙龙养生会所,13068281230/18319620906,惠阳区府东北街7号
极客钓虾王(惠东平山店),13510105157,惠东县平山镇华侨城东方御景31号铺
金爵连锁(潮曼店),0752-8871288,惠东县华侨城50米大道169号
鹿先生男子养生Spa馆,13536338984,惠城区三环南路
阿瑞斯台球棋牌俱乐部,0752-3232802,惠阳区白云二路253大食代五楼
中海盲人按摩保健,0752-5826167/13414588605,惠城区工商银行下角支行侧面
南坤阁美容养生,13437629581,惠城区下角东路36号
小金口游乐场,19875218733/13902659383,惠城区金府路20号
惠州温泉度假别墅旅游轰趴,15626224425,龙门县永汉镇富力养生谷H3区0901号
聚濠休闲会所,0752-2288799,惠城区惠州惠城区麦岸路6-7号
龙熹山游泳池,18807529099,惠阳区龙海二路与龙山六路交会处碧桂园龙熹山
和顺福盲人按摩,13802878773,博罗县罗阳镇塘滩路62号
新濠KTV,0752-5788298,惠城区小金口街道办事处金龙路兴三街13号
南昆山富力养生谷D区1702温泉轰趴,13143334565,龙门县万古洞村D区
艾丫丫足道,18038087551,惠阳区大亚湾西区卓越蔚蓝海岸14栋103商铺
君汇健安堂养生馆,18026588436,惠城区惠州惠城区下角寿山路路口底层之二商场
摩雅水疗,13112667138,惠城区惠州惠城区麦地东一路20-12号
金莎洲沐足中心,0752-3293688,惠城区华斯顿国际酒店8楼
浩宁达游泳池,15018067998,惠阳区惠州大亚湾区龙山七路浩宁达工业园内（比亚迪一期东门公交站正后方）
世龙世家手足健康护理连锁(麦地路店),15875252076,惠城区麦地路37号（华润万家旁边）
双月湾本地治里酒吧(惠东店),13431884503,惠东县港口镇210县道新民房西区31号
巽源休闲中心,0752-8805555,惠东县平海镇金海湾大道107号巽源公寓
茶馥体验馆经络养生馆,15986540528/18688336452,惠城区江北海伦堡13-15栋7号店铺
Hi war刺激战场,13790768373,惠城区横江三路荔湾大厦3楼303
中式经络调理,13631590010,惠城区水门路89号（水门路与水门直街交叉口）
卡乐迪量贩式KTV(平南店),0752-3080658,惠城区和畅西三路平南农贸市场商业街3楼
民康养生馆,13332969866,博罗县桥西七路13号
世龙世家手足健康护理连锁(博罗县商业中街店),13433543276,博罗县商业中街126号（建行斜对面）
温泉别墅度假轰趴馆(龙门县五店),13143334565,龙门县119省道富力南昆山养生谷D区4904栋
温泉别墅度假轰趴馆(龙门县一店),13143334565,龙门县119省道富力养生谷H2区0902
NC瘦身训练营,15767977323,惠城区演达大道99号紫金商会4楼
温泉别墅度假轰趴馆(龙门县三店),13143334565,龙门县119省道马星村养生谷D区1402
温泉别墅度假轰趴馆(龙门县四店),13143334565,龙门县119省道富力养生谷16号
惠州龙门南昆山大观园碧桂园度假别墅,13286803335,龙门县119省道永汉镇碧桂园南昆大观4602栋
JOY卓悦健身,0752-5765980/15347469420,惠阳区龙光商业广场3楼
长寿采耳,18666607265,惠城区江畔花园一楼商铺
圣壕宴国际水会,0752-3895566,惠阳区淡水镇人民路鹏德名苑2层
百龄足,18003066128,惠东县平山华侨城御府中央29号
印象养生馆,18281312467,惠阳区开城大道南雅博酒店1705室
金海湾嘉华度假酒店?海聆吧,0752-8268888,惠东县巽寮海滨旅游度假区金海湾嘉华度假酒店1楼
温泉别墅度假轰趴馆(龙门县二店),13143334565,龙门县119省道富力养生谷别墅D区4702
惠州南昆山碧桂园南昆大观度假别墅,18588547797,龙门县永汉镇碧桂园南昆大观2802栋
秀德游泳馆,0752-3621013,惠阳区S358惠阳秀德中英文幼儿园内部的西北侧（新圩镇草塘村秀德幼儿园内）
悦心茶庄,0752-6292658,博罗县岗湖路凤凰苑二期35号商铺
碧桂园南昆大观度假别墅,18588547797,龙门县119省道碧桂园南昆大观1802栋
春叶中医养生馆,0752-3169536,惠阳区星河东六路星河丹堤G区001商铺
弘诚厚园别墅区游泳池,15014233499,惠东县新平大道弘诚厚园小区内
金喇叭KTV,0752-2352313,惠城区东湖西路158号2楼
AF阿夫特健身旗舰店,0752-2588808,惠城区惠沙堤二路升利悦湖会7栋110号
龙门碧桂园南昆大观度假别墅,13286803335,龙门县惠州龙门县永汉镇碧桂园南昆大观2002栋
一壶楼,0752-2916688,惠城区东江一路与水北七路交叉路口北100米
船木人家KTV,13928368558,龙门县355省道（南昆山宾馆对面）
善雅阁养生堂,13719686698/13725045439,惠城区龙湖大道谭屋一路二街29号
乐狐探案剧本杀,15767760909/15775003799,惠城区港惠新天地西区二座8层818户
南瓜树手工坊,15815385960,博罗县罗阳二路
英伦KTV,0752-7608823/15815435004,龙门县人民路55号3楼
奥尔维斯国际游泳培训(惠阳校区),13060623971,惠阳区大亚湾澳头安惠大道1号中力体能健身游泳会所（澳头店）
徐记牛奶草莓园,15986568275,惠城区惠州大道小金口路段468号柏岗路口斜对面（建安不锈钢旁巷子前行30米）
古德菲力健身(天虹店),0752-2639566,惠城区麦岸路老天虹君尚商场8楼（近花边岭广场）
富力养生谷休闲中心,18820399339,龙门县119省道富力?南昆山
筋骨养生馆,18948223390,博罗县长平路
惠州市南昆山农丰山庄,13652792842,龙门县南昆山生态旅游区上坪村4号
广东趣旅游度假别墅(龙门南昆山富力养生谷分店),13265148841,龙门县永汉镇富力养生谷D区5001
南瓜树瑜伽,15815385960,博罗县罗阳二路富华新城二期14号
豪华旅游度假别墅,18588547797,龙门县119省道永汉富力养生谷H区01号
