店铺名称,联系电话,详细地址
千佳子足浴馆(怀特店),0311-85816777,裕华区槐安东路怀特国际商城4楼（育才街交口）
哈尼伙伴儿童城,0311-80696809/15200008656,开发区天山大街与学苑路交叉口北国益新店北行50米红馆广场C座三层
伯爵机械密室逃脱(勒泰店),18831121372,长安区勒泰中心庄里街北行200米路东新源燕府1号楼1单元1904室
洪顺曲艺社,0311-87871555,桥西区中山西路62号市群艺馆一楼西厅（天元名品正对面）
机械迷城超级密室(勒泰店),18132280557,桥西区中山路与休门街交口如意大厦1420（中山东路166号，勒泰对面50米）
足来足往生态健足馆(中山店),0311-87218655,桥西区中山西路486号（长城桥地铁站B出口即到）
拾光秀照相馆(勒泰店),0311-85851255,桥西区中山东路勒泰中心B1石门老街A13号（勒泰中心内）
威尼斯国际假日足浴(国贸大厦店),0311-68005999,新华区中山西路与中华大街交口东行200米路北（国贸大厦15层）
雅静足浴,13731458547,裕华区青园街与槐安路交叉口南行150米路西
天之骄子,0311-87653666,新华区友谊大街新华路东北角603号
失重空间?弹力蹦床工厂,0311-86807888,长安区跃进路与金山街交口北
奇兵小强儿童城(西美花街店),13315987593,桥西区红旗大街与汇丰路交口西美花街2楼西区
御足远,0311-83222333,辛集市安定大街与文昌路交叉口东北角法妮大厦6楼
长城体检中心,0311-85115888/15831100777,长安区广安大街时代方舟C座4层（广安大街和平路）
爱奇艺一起看私人影院,0311-82621552/15232123682,桥西区红旗大街343号祥隆泰超市对面（花都艺术学校南）
圣汉足浴,0311-89281188,长安区丰收路西北人家莜面村旁
御生堂中医按摩(万达店),0311-85810678,裕华区建华南大街万达B2南区4号楼1单元1201室
欢乐谷儿童成长主题乐园,18633856853,裕华区建华南大街蓝山国际二层（北国超市北侧广场呷哺呷哺楼上）
邮政鲜花批发(汇通店),0311-80852339/17360709623,裕华区汇通路118号附近（2路车南货场站南行100米路西）
燃卡蹦床俱乐部,0311-66633780,新华区友谊大街与古城路交口北行300米不下桥辅路路东
Ellen's西餐酒吧(东岗路店),15261470050,裕华区东岗路与建华南大街交叉口西行50米路南2楼
皇家足道(金圆大厦店),0311-88614568,新华区中华北大街金圆大厦5楼1.2.3.4号电梯直达（新百广场）
青年酒吧YOUTH CLUB,18631112030,长安区中山路休门街交叉口滨江大厦三楼青年酒吧（勒泰中心）
跳跃者蹦床俱乐部(空中花园店),0311-88805219/17731190809,裕华区翟营南大街389号
驰迪儿童游乐中心,0311-88211188,新华区中华北大街北国超市中华北店三楼
山水源动漫城(西美花街生活工场店),17367805135,桥西区汇丰路与红旗大街交叉口西美花街生活工场4层
郑远元专业修脚房(槐中路店),13931267789,裕华区槐中路与煤机街交口西行50米路北
熊兔图片社,15227197629,长安区中山路与平安大街交叉口北行100米路西乐模商城4楼1通道49号（勒泰乐汇城）
六高康复颈肩理疗(第16店),0311-67263918,长安区平安北大街荣景园西门底商16B-101号（荣盛广场）
御如意足道理疗SPA按摩养生时代,13102873875,新华区新华路与友谊大街交口西行100米路北（市六院对面）
恒远运动生活馆,0311-83126658/13303048686,长安区体育北大街与丰收路交叉口东北角保利广场购物中心负一层
骄子养生会,0311-86901999,长安区建华大街与跃进路交叉口南行200米路西半岛国际
华夏良子(建华南大街店),0311-66500277,裕华区丰路18号凤凰城16号楼南侧低铺（赵卜口新村）
花袭人鲜花店(先天下店),13653316821/17731100299,长安区东大街7号市政府宿舍1号楼2单元102室（即东大街36524超市后面院里，省博物馆附近）
桃之夭夭超级大型机械密室逃脱(勒泰店),18131169294,长安区长征街圆明路口北行20米路西霓虹商务会馆4楼（滋味小厨）
康乐堂,0311-80665296,桥西区裕华路民进街北行100米路西（大经街）
安然纳米汗蒸(金正缔景城店),0311-67594687/13833179004,桥西区工农路255号金正缔景城4-2-301室
鱼疗足疗按摩养生休闲馆,0311-83078010,裕华区谈固大街与东岗路交口东行100米路北藏龙福地小区2-2-302
圣宫足道万达店,0311-68035358,裕华区建华南大街与槐岭路交口东行100米路北
玩味DIY蛋糕烘焙工作室(万达广场店),15633006729,裕华区建华大街与槐安路交口万达4号公寓1811室（万达1号门北行20米）
浴足轩足疗按摩休闲会馆,0311-87834418,新华区和平西路323号（近中华北大街）
辅仁口腔种植矫正中心(建设大街旗舰店),0311-86252558,长安区建设北大街80号长安花苑底商（长安公园西门对面）
乐播空间私人主题影院,0311-66611126,桥西区红旗大街与新石中路交叉口南行100米路西（金汉斯四楼）
乐斗熊(北国店),15100156562,长安区中山东路北国商城西扩楼10层
正窑艺塾陶艺手工DIY(勒泰店),0311-85383938/13315161935,长安区长征街12号
六高康复颈肩理疗(第17店),0311-66535968,裕华区建设南大街与建强路交叉口东行200米路南（东岗怡园底商5号）
和协口腔医院(裕华路店),0311-68050120,桥西区裕华西路与城角街交叉口东行100米路北（益友百货）
河北医科大学?体检中心,0311-85917247,裕华区建华大街与东岗路交口东行300米路北
天合运影院足道?音乐SPA,0311-66886689/66886686,裕华区槐安路与谈固东街交口西行50米路北
炫丽养生足道,0311-85357818/18831988366,桥西区槐安西路中华南大街东200米路北瑞特家园7号楼底商
德康按摩院,0311-85805923/15511688909,裕华区塔北路卓达书香园13号楼
UCC国际洗衣,15131168990,裕华区槐北路273号（嘉实蓝岸对面）
玩味DIY蛋糕烘焙工作室(益友店),15511361358/18633094491,桥西区裕华西路与友谊大街交叉口益友百货对过百度空间2214室
瑞斯隆中国养护体验中心,0311-87888558,新华区联盟街道北二环西路218号太行大酒家对过
小高盲人按摩,15533115138,长安区中山路与东二环交叉口西行300米路北金谈固家园地坛园南门5号楼1单元101室（北国一中超市）
逃离实景侦探推理社(北国店),15373077797/15176812666,桥西区中山东路166号（近勒泰，北国）
漫步云端养生会所,0311-85690000,裕华区谈固南大街与槐安路交口南行150米路西（小马新村）
百适盲人按摩,15533115187/15533115185,裕华区谈固南大街与塔北路交口西行100米路南（牛弟弟宠物医院）
城市乐享欧派指压养生会所,0311-67668999,桥西区中国河北省石家庄市桥西区时光街51号底商南起1号
正窑艺塾陶艺手工DIY(正窑艺塾东胜广场店),13393215702,长安区东胜广场3楼27号
着迷侦探推理社(空中花园店),13930440805,裕华区翟营南大街空中花园负2楼（西大街44号）
6号汗蒸?水世界,0311-88888080/88888585,近郊无极镇城西一公里302省道路北6号水世界
魔法世界儿童水上乐园,0311-85551515/85558686,裕华区富强大街与槐中路交口南行200米路东，怀特聚星城2楼
新红鸾足道,0311-66693634,新华区中华北大街新苑路西行50米路北（悠蜜小镇西侧）
顺萌足道,13832121603,桥西区红旗南大街与汇新路交叉口东行200米路南（近古韵文化城、东五里新村）
VR馆?V咖潮玩俱乐部(勒泰店),17332915581,长安区中山路休门街南行如意大厦1620室【勒泰对面】
清雅汽车服务中心,13032658154,裕华区雅清街与金马路交叉口南行20米路东
舒筋堂按摩,13785127933,长安区中山路与青园街十字路口东行150米路南（北国优客城市奥莱对面）
蜜苏城堡DIY蛋糕工作室,13722892158/13731089789,桥西区勒泰商业中心对面华锦大厦2112室（杭州丝绸店后）
手一盲人推拿盲人中医按摩(瑞城店),0311-66719392/15532179210,长安区谈固大街与北宋路交叉口东行100米路北二楼
拾光秀照相馆(西美花街店),0311-68037125/18132011125,桥西区红旗大街与汇丰路交叉口西美花街工厂花街巷2楼B225号
星期六儿童主题乐园(元氏店),15383044455,近郊槐阳大街与常山路交叉口北国商城三楼
liv酒吧,0311-88886498,桥西区南花园步行街6号
金满堂足道,15081185776/17736936642,桥西区中华南大街与华星街交叉口西行200米路北（天鹅湖后边西行）
宝岛眼镜(勒泰店),0311-66768800,长安区中山东路39号勒泰中心1层
星河盲人按摩(党家庄店),17733834102/17732824102,新华区颐宏路与誉兴街交叉口东北角（党家庄东门斜对面）
咕噜咕噜儿童乐园,18630118639,长安区翟营大街与建明北路交叉口麦乐儿童文化广场（北国超市翟营店）二层
聚影咖主题私人影院,15373010576/15539562999,裕华区翟营南大街北国益东购物中心负一层西北区（必胜客和肯德基中间大门进入）
多多岛儿童乐园,15076417926,辛集市芙蓉岛东行20米路北
双合口腔(中华北大街店),0311-88887773,新华区中华北大街182号克拉公馆底商（博爱医院对面）
拾年照相馆,15932696009/15614183327,桥西区红旗大街高教集贸市场（南门）里面哦右手边第一家（近师大附属实验中学）
御生堂中医按摩(槐中路店),0311-80668678,裕华区槐中路259号，体育大街与槐中路交口西北角
神农氏足道,0311-84630555/18131122263,近郊向阳街与常山路交叉口北行200米路东
酷玩星球桌游电玩实景推理馆(先天下店),0311-85114911,长安区中山东路与育才街交叉口北国先天下四层14-01a
小马当家沙池,0311-66032026,桥西区裕华西路与友谊大街交叉口益友百货二楼
土狼真人cs俱乐部,15831186453,山前大道上庄镇洞沟村河北长城文创园内
大桔子棋牌小镇BIGORANGE,400-162-0521,裕华区槐中路与青园街交口南行50米青园街
漫生活美容汗蒸养生会馆,18830185333,长安区裕华路与谈固西街交叉口北行50米路西创安院内（贝尔安亲旁）
唐轩DIY甜品屋,18233169926,近郊南桥道口南行50米路东（明星泡泡堂KTV对面）
倾城SPA足道养生会所,13343038036/15033115820,长安区中山东路581号瑞城D区4号楼104号底商（金山街北宋路口，平安银行西行15米路北）
魔方超级密室(勒泰店),15831161120,桥西区休门街与北人字街交口西行100米路北凯嘉大厦11B08（勒泰中心）
友邦口腔诊所(李晓店),0311-85967663,裕华区珠峰大街120号（润丰盛世家园11-101）
醉梧桐?SENSATION酒吧,0311-88828881,桥西区中山东路北国商城10楼
西雅盲人按摩,15100177696,新华区友谊北大街水上公园西侧联盟小区西雅园8号楼5单元102(小区东门西行100米左转)
乐斗熊(正定北国店),15373005617,正定县成德南街恒山西路106号北国商城五层
秦汉足道养生会所,0311-85651222/85657333,长安区石家庄长安区中山东路739号
漫花庭鲜花(万达店),15032095599/18731166122,裕华区槐安路与翟营南大街交口西行100米路北（公交站台西北侧）
怪谈?玄?幽谷全机械密室,17736061956/15131188407,桥西区中山东路11号乐汇城A座1809室（商场西北角后门）
赵志红口腔诊所,0311-85026113,长安区谈固北大街与中山东路东行100米路北（国瑞城B区南侧底商）
合利汽车服务(友谊大街店),0311-87716905,新华区友谊北大街与联盟路北行200米路西
淘小泥手工陶艺青瓷磨年,13068779069/18033706645,桥西区裕华路海悦天地负一层东北角（小火车始发站旁）
拜伦音乐清吧,18333178355,桥西区红旗大街与汇丰路交口北行20米路东
华夏良子(想象国际店),0311-66089777,开发区珠江大道与珠峰大街交叉口北行150米路东想象国际底商
天鹅湖儿童趣味亲子乐园,0311-83818381,桥西区中华南大街350号天鹅湖大酒店三层
久久花艺,0311-88226669/13933835357,正定县恒州北街与华安西路交口南行20米路东
成成花坊,13722980659/15531155058,长安区富强大街16号（裕华东路和富强大街交口西南角驿家365旁）
光大家政服务公司(长安区店),0311-88886666,长安区和平东路与育才街交叉口旁
米柚DIY定制蛋糕烘焙坊,13223459849,裕华区建强路聚合远见7-2-102北门旁（东岗怡园商业街对面）
伯爵丽都足浴养生会所,0311-66102999,新华区中华北大街华林国际C座4层
朋博中医按摩,15931083800,桥西区西里街与长青路交叉口南行60米路东
多妮士洗衣,0311-66686956,桥西区建设南大街与槐安路交叉口西行200米路南
第七天摄影(乐汇城店),18633827577,桥西区中山东路乐汇城购物中心三层
