企业名称,法定代表人,联系电话,企业地址
偃师市山化镇民乐钢材经营部,李保卿,13271538080,偃师市山化镇寺沟村
嵩县白河镇平峰便民超市,王国平,13698895876,嵩县白河镇上庄坪村
汝阳县陶营乡跃锋粮食收购部,刘跃锋,13783113985,汝阳县陶营乡陶营村正大街
栾川县狮子庙镇陈陈通讯店,陈海波,13938830534,栾川县狮子庙镇狮子庙村下河
洛阳高新开发区新依生缘干洗店,潘秀芝,13027535426,洛阳高新开发区创业路北段西侧
汝阳县城关镇曹杰阳光车仆汽车装饰中心,曹杰,15824965695,汝阳县建设路中段276号
洛阳市伊滨区寇店镇祥瑞机电服务部,李瑞锋,13803887117,洛阳市伊滨区寇店镇刘李村
洛阳市老城区福瑞迪酒行,刘晓娟,13703492926,老城区定鼎北路九号院10号门面房
新安县康地源农资经营站,郭永卫,13838864954,新安县铁门镇铁门村东街
孟津县朝阳豫陕美食屋,高贝贝,15838848682,孟津县朝阳镇锻压厂临街门面房
洛宁县城关镇凤翼路王锁子饭店,王锁子,13303889015,洛宁县凤翼路
嵩县美发新社美发店,周白鸽,15896565654,嵩县城建设路老公路局楼下
洛阳市老城区祥成物资商行,常智,13333881261,老城区环城西路48号
洛阳市西工区吕鑫制衣店,吕顺利,18538813382,西工区南新街1幢4-103号房
偃师市首阳山镇咸阳面馆,杨明高,18937966595,偃师市首阳山镇强胜大道
孟津县平乐镇银涛蔬果经营部,郭银涛,13383894646,孟津县平乐镇平乐村
洛阳市洛龙区改改商店,李改霞,13603886097,洛阳市洛龙区安乐镇王庄村中街4组4号
洛阳市西工区众利服装店,魏大旗,13783792508,洛阳市西工区中州中路254号3-1
女孩栾川县城关镇爱秀,吴春丽,15090176460,栾川县城政府街
洛阳市洛龙区鑫正泰电器经销处,汤可达,13783108868,洛龙区关林福拉多一楼外6号
洛阳市西工区匠心建材商行,李利红,18638889790,洛阳市西工区荣大建材城C区15号
洛阳市老城区恒大干菜调料行,裴金阁,15838510158,洛阳市老城区宏进市场C区12栋9号门面房
洛阳市洛龙区大同厨具百货商行,李红政,0379-65969885,关林酒店用品厨具市场64号
孟津县茗伊风书苑,王艳姬,13803797353,孟津县城关镇利民路
洛阳市吉利区刘权电动车摩托车配件店,刘权,13663895551,吉利区中原路中段
洛阳市老城区张卫馄饨小吃店,张卫,15716723698,洛阳市老城区凤化街南段银鑫锦绣港湾售房部北第七间
洛宁县城关镇兴宁中路曙光名烟名酒行,许生光,13937983766,洛宁县兴宁中路
洛阳市老城区浩杰小吃店,夏冰冰,18736397624,老城区北大街神州园小区4号楼113号门面房
洛阳市老城区鹏煊通讯器材商店,高安然,18637980905,洛阳市老城区盐店口街16号
洛阳市吉利区晓艺擦鞋店,蔡晓利,15978646728,洛阳市吉利区石化双苑社区1号楼一楼东侧第二间门面房
栾川县城关镇点睛广告制作部,赵屹松,15036569558,栾川县城君山东路
洛阳市涧西区家禾电器维修部,丁海彬,15225583804,涧西区陇北一路九号四门面
洛阳市涧西双强非标结构件制作部,刘卫强,13603962568,涧西区联盟路文博苑3栋2-101
洛阳市站区广志电脑商行,侯李辉,18039966722,洛阳市西工区纱厂东路二街坊东2-8栋4-201
洛阳市瀍河区永顺五金建材经销店,朱晓儒,15194533436,瀍河区十里铺村东
洛阳市涧西区权权酱菜居,张权权,15237985701,涧西区湖南路1号院6栋4-101
嵩县伟敏副食品批零部,庄伟敏,15090166629,嵩县城嵩州路电业局对面
洛阳市吉利区佳佳汽车维修部,王佳,13598154386,吉利区中原路东段
洛阳市西工区祥源电子技术销售中心,栾龙杰,18624842488,洛阳市西工区纱厂南路33号金阳国际小商品城负一层21B号
新安县铁门天丽影楼,王红伟,18237977965,铁门镇铁门街
洛阳市洛龙区清和广告服务部,刘阳峥,15036378031,洛龙区新区人民医院南门西侧
汝阳县上店镇昇昇畜牧养殖场,高会生,13783120225,汝阳县上店镇西街村西北
洛阳市洛龙区郭育生鞋店,郭育生,18625385236,关林市场0-4-45号
伊川县霞飞百货门市,常会芹,13525978999,洛阳市伊川县城关镇文化南路
洛宁县城区王小红小吃店,王小红,18337998885,洛宁县兴宁东路(西关农行斜对面)
伊川县彭婆镇俊涛佛教用品商店,许俊涛,15978637473,伊川县彭婆镇彭婆市场
洛阳市老城区国晓服装店,张国晓,15036339528,洛阳市老城区春都路58号副4号门面房
新安县铁门昕昕家电维修门市部,李治国,15003799261,铁门镇庙头村
汝阳县內埠镇內埠村简爱内衣店,曹晓婷,15937985553,汝阳县內埠镇內埠村西花坛西北角
嵩县纤丝美发店,吴静粉,13137057168,嵩县城水源街
洛阳市洛龙区军夺喷绘设计室,李军夺,15538535020,洛阳市洛龙区学子街理工学院西区商业街
新安县新城斌鹏一站式汽车服务站,陈巧红,18637957715,新安县新城北京路北段高速路口加油站对面
嵩县董开源农资农具批零部,董开源,18537977728,嵩县城关镇老城
伊川县晓伟厨具门市,杨晓伟,13526921771,洛阳市伊川县白沙镇白沙村
洛阳市老城区斌斌小吃店,王斌,15038541970,老城区神州园小区101商铺北侧一间
洛宁县罗岭乡世芳生活超市,王世芳,15038697751,洛宁县罗岭乡罗岭街
新安县磁涧新军副食店,董新军,18638872256,新安县磁涧尤彰村
嵩县福斯润滑油门市,郭素珍,13592028661,嵩县黄庄乡黄庄街
洛阳市老城区品质源日用品馆,张国保,18039569056,老城区义勇前街1号楼2单元104
洛阳市老城区芳天小吃部,王芳,13213547005,老城区东大街97号
栾川县栾川乡渊宇门窗加工中心,庞晶晶,0379-66873133,洛阳市栾川县栾川乡七里坪村
洛宁县城区陈爱莲百货门市,陈爱莲,13838850893,洛宁县凤翼西路(中原村东路口)
洛阳市洛龙区美萍床上用品商行,宋美萍,13803884238,洛阳市洛龙区关林东宸家纺城3F-14号
洛阳市伊滨区李村镇四季建筑螺杆厂,胡海红,13937986577,偃师市李村镇南寨村
洛阳市洛龙区师朝卤肉店,师朝,15138728581,洛阳市洛龙区龙丰小区门面房
洛阳市涧西区德艺轩美术用品商行,贺磾,18638825225,涧西区郑州路学校门面房10号
洛阳市老城区项育茂皮鞋店,项育茂,0379-60682581,洛阳市老城区中州东路356号西门口鞋店
宜阳县香鹿山镇亿隆不锈钢门窗制作中心,郑占涛,15225532110,宜阳县香鹿山镇拥军路
伊川县盛大门业装饰材料门市,李向国,13526933290,洛阳市伊川县葛寨乡葛寨市场
洛阳市洛龙区丽翔照明电器商行,张海朋都,13938824451,洛龙区关林五金城通达街4栋北付26号
洛阳市洛龙区赵庆良家具经销店,赵庆良,15238002727,洛阳市洛龙区红星美凯龙世博家居广场A馆D8050
汝阳县城关彪炳金店,代会封,13838811038,汝阳县城关镇新华路外贸楼下自北向南第三、四间
偃师市城关镇众志购物中心颐龙牛仔服装店,任朝霞,13598189201,偃师市城关镇众志购物中心DE06号
洛阳市涧西区老彭蔬菜配送中心,彭志业,13526967284,涧西区洛轴物业南山小区2号门东边
伊川县葛寨乡万家乐副食干菜店,张见粉,13693806226,洛阳市伊川县葛寨乡葛寨市场
新安县新城锦运商行,陈小厂,13849934110,新安县新城南京路紫燕大厦对面
洛阳市洛龙区袁向光开锁店,袁向光,13007552401,洛阳市洛龙区凝碧北街龙兴小区1-102商铺
洛阳天创市场宏鸣物资站,王正义,13939939627,洛阳钢材城4排41号
洛阳市洛龙区冰雨商店,贾朝辉,13623893293,洛阳市洛龙区龙门镇裴村
孟津县平乐冰花通讯器材专营店,郭兵花,13633881982,孟津县平乐镇平乐街NE
偃师市城关镇新星合布厂,孙书安,13838898977,偃师市城关镇西关村
洛阳市洛龙区德诚商店,李光现,15538835369,洛龙区关林龙门大道(八里堂村段)
洛宁县城区韦香竹百货门市,韦香竹,13783105866,洛宁县长虹南路（王东村委楼下）
嵩县城关镇旖浩文印室,张海利,13183066010,嵩县老城镇政府门口
洛阳市洛龙区凡丽宁土杂商行,凡丽宁,13015559163,洛龙区关林二郎庙综合商贸城2-1号
洛阳市老城区雅之乐乐器店,徐雨顺,18237964066,老城天中市场二楼北六，七，八间
偃师市顾县镇营防口好生活超市,高保学,13838482261,偃师市顾县镇营防口村
洛宁县延滨市场石海军服装店,石海军,13083628168,洛宁县延滨市场西路
洛宁县城区建召商行,王友敏,13838833078,洛宁县香泉路(盐库对面)
洛阳市老城区晋古阁工艺品店,皇甫志峰,18638821879,老城区中州东路397号三层3006号商铺
偃师市缑氏镇京华养猪场,王雪京,15236154815,偃师市缑氏镇滹沱村
洛阳高新开发区新冯明汽车修理养护中心,李娟,13592021857,高新区孙辛路东马沟村
洛阳市老城区晨峰汽配部,杨永峰,13939941402,洛阳市老城区北环汽配城C区30号
新安县石井金百汇日用办公用品店,杨万波,13838873558,新安县石井街
洛阳市洛龙区张佳隆百货商行,李辉利,15225510810,洛龙区关林镇龙康E区门面房1号楼北大门西101、102号
洛阳市洛龙区伟记锅贴店,李伟峰,13598193987,洛阳市洛龙区龙门镇龙门大道花园路口门面房
伊川县吕店进伟百货门市,谭进伟,15837996818,伊川县吕店镇后庄村
嵩县九店乡司马转奇鲜菜店,司马转奇,13526947123,嵩县九店乡九店街
偃师市府店镇珍珠葡萄种植园,李真真,13783162655,偃师市府店镇周寨村
伊川县留强牡丹水暖门市,李留强,13949207989,伊川县半坡乡半坡村
偃师市城关镇文化路馨雨美容院,钟丽鹏,13938816600,偃师市城关镇文化路与华夏路交叉口
洛阳市涧西区府邸门业加工厂,邸东生,18638871935,涧西区尤西村教堂南100米
新安县新城同盛和商行,王爱平,13700791478,新安县新城高速路口北800米气象局隔壁万福隆配货中心
嵩县德亭红豆羽绒服经销店,何玉霞,15838587675,嵩县德亭镇德亭街
伊川县彭婆镇素卿日用百货商店,文素卿,15136357267,洛阳市伊川县彭婆镇南寨村
洛宁县兴华乡新庄桥头养殖场,白小利,13592010041,洛宁县兴华乡新庄桥头
洛阳市老城区富晖模具店,寇志军,13707698188,老城区图书馆街公安楼3-2号
合欢宜阳县樊村镇,宋会通,18336721636,宜阳县樊村镇宋村西坡
伊川县吕店松涛百杂商店,任松涛,13849917988,洛阳市伊川县吕店市场
伊川县白元亮亮装饰材料门市,吕亚亮,13837986895,洛阳市伊川县白元镇白元村
洛阳市涧西区月华日化用品经销部,李月华,13213646369,涧西区向阳街坊9-603
宜阳县寻村镇镇东副食粮油店,张润停,15978603163,宜阳县寻村镇寻村村
洛阳市高新区笑笑超市,孙海明,13949291344,洛阳市高新开发区孙旗屯村
洛阳市站区退伍兵饭店,马彦朋,15515358988,洛阳市西工区解放路金谷园村南侧第四间
洛阳市洛龙区畅流图文制作室,刘亚娟,15303858105,洛阳市洛龙区牡丹大道246号国宝花园1-15幢109商铺
洛阳高新开发区顺枝商店,孙松芝,15716732997,中国(河南)自由贸易试验区洛阳片区滹沱东社区北7号
洛阳市老城区泰丰苑超市,徐雅西,13603961943,洛阳市老城区王城大道与机场路交叉口泰丰苑蒙古包门面包
洛阳市洛龙区旺角文印店,田春霞,13938846847,洛阳市洛龙区洛阳理工学院西校区
洛阳市洛龙区武博涛百货商行,武玉辉,13683853623,洛阳新区绿都塞纳春天二期9栋1单元1-130号
偃师市岳滩镇彭婷新能源车辆经销部,彭婷,15236163261,偃师市岳滩镇后马郡村
嵩县金茂百货文化超市,石小红,0379-65203777,嵩县城白云大道
嵩县志勇家庭农场,李志勇,15937995556,嵩县田湖镇裴村
洛阳市老城区李双团凉皮小吃店,李双团,18036966126,洛阳市老城区民主街81号
伊川县高山白坡农机配件门市,梁白坡,15937987959,洛阳市伊川县高山乡高山市场
汝阳县小店镇老五五金机电行,张飞,18623794375,汝阳县小店镇机械厂斜对面
嵩县双成地板砖批零部,张双成,13598478386,嵩县城白云大道西段
洛阳市西工品味砂锅面馆,刘小芳,13663794811,洛阳市西工区涧东路9号院11号楼1号
孟津县平乐镇易创电脑店,程飞飞,13838885345,孟津县平乐镇新庄村
洛阳市洛龙区小张电动车维修部,张建立,13213625962,洛阳市洛龙区关林镇北路
汝阳县蔡店乡蔡店村鲜宏批发部,周培飞,13939934029,汝阳县蔡店乡蔡店村邮电局斜对面
洛阳市瀍河区恒鑫五金水暖店,李洪涛,13592002051,瀍河区华林新村508号门面房
洛阳高新开发区成发精工铁艺加工部,孙成发,13949253369,洛阳高新开发区南苑路奥阳康城对面门面房
嵩县新生卤肉店,雷元森,13137060982,嵩县大坪乡大坪街
孟津县城关镇美摩根保罗服装店,李改伟,13698852286,孟津县城关镇小浪底大道致和时代广场三楼349铺位
偃师市城关镇二龙桥粮油门市部,位凤霞,13938807286,偃师市城关镇北窑村
洛阳市瀍河区莉霞日用品经销部,王凤霞,13629800929,瀍河区四通路2号6幢3-202
洛阳市涧西区豫华五金店,张华玉,18237914879,涧西区新疆路东侧门面房
嵩县头彩饰品店,刘晓娟,15515315321,嵩县城人民路信访局隔壁
偃师市城关镇北关村明辉制鞋厂,张明辉,13849960909,偃师市槐新街道办事处北关村
洛阳市站区琳帆牌匾制作部,李合亭,15303880686,洛阳市春都路90号院11号
偃师市岳滩镇宜家车篷厂,司马俊峰,15515378818,偃师市岳滩镇西谷村
洛阳经济开发区鑫旭门业经销部,杨旭旭,13592029708,洛龙路东侧二郎庙段
栾川县城关镇完美生活副食批发商行,魏锋利,13838867013,洛阳市栾川县城伏牛南路
新安县石寺九香肉美熟食店,朱秀武,18137706969,新安县石寺镇龙山大道
洛阳市洛龙区金三马梯具商行,陈亚梅,13525971256,洛龙区关林福拉多五金建材市场5-45号
栾川县秋扒乡祥瑞药店,郭娜娜,15538526085,栾川县秋扒乡秋扒街
洛阳市老城区志阳超市,张志阳,13693823771,陵园路苗南七组门面房
孟津县会盟镇松奇水泥制品厂,李松奇,15838558660,孟津县会盟镇马庄村
洛阳市涧西区易典装饰材料商行,李莉,0379-60688626,涧西区同乐建材市场4排34号
洛阳市洛龙区牛改聚养殖场,牛改聚,15037904324,洛阳市洛龙区丰李镇西军屯村
嵩县金桥农机配件门市,乔红武,13183069914,嵩县大坪乡竹园村
洛阳高新开发区花都鲜花店,姚辉军,15978622597,高新区南苑小区门面房
