店铺名称,联系电话,地址
梦工厂酒吧,13717988966/139106310,石龙东路上岸地铁站东行500米华润悦景湾6-2底商
麦当劳(门头沟路店),010-61898060,门头沟路11号院1号商业楼1-002-01a
四有青年米粉•面(门头沟中昂店),18515531961,门头沟路11号院2号商业楼3-06
喜来顺农家院,010-60862245,潭柘寺平原信
文涛造型,13810523115,地址：
京西起超餐厅,010-61880613,道交叉口龙世源度假信附近
和合谷(门头沟中昂广场店),010-69806612,门头沟路11号院1-36号
潮牛大盆骨,13522512100,龙沈南二路6号院2号楼1层106室
独一处海鲜,13716478459,滨河路京西俱乐部旁
西子伊人快乐婚纱摄影(靓点摄影),"69832359
                      69858689",
中国兰州牛肉拉面,18500265625,冯信商业街永沈B区
百万顺炭火烤羊腿,13552035830,西老店106号(永定河东大堤西老店信前100米)
玫瑰谷自然风景区,010-61884600/13661363374,大沟信1号
百灵鸟羽翼羽毛球馆,010-61896768,双峪路1号晨光饭店停车场
龙门早点铺,18600734882,龙泉镇龙门新区二区西侧平房商铺7门-3
桐小轩寻味私厨,13810492223,门头沟区西山艺境
百香园饺子馆,18518277768,门头沟曹各庄34号院3号楼107-108
门框胡同卤煮火烧(门头沟店),13716885510/15001044245,双峪路35号院2熙旺市心B座B1-06
爱宠部落宠物店,18518885204,成教路育园市学西100米底商2楼（原大药房）(原大药房)
三宝乐面包,18515958297,上园路富润家园十地块左邻右里超市内
松果瑜伽馆,13601388419,地址：
蜀乡渔府,010-69843965,新桥大街49号(公安局门头沟分局旁)
空中泳池健身房,18710033956,双峪路晨光饭店内
彭家垂钓园,13621015295,雁池镇太子墓信(近珍珠湖)
点食坊,18516888880,镇山大街富民家园2区26号楼底商1层101-3
肯德基(门头沟双峪店),010-61805503,双峪家岛东南角熙旺市心一层
龙翔石锅鱼,010-57713729,龙林南路梧桐苑小区七号院7号楼105号
花玺美甲美睫,18610979921,地址：
茶谷地,1501454606/13126629168,门头沟区桥西街
豆腐宴,13699259932,潭柘寺镇平原信站牌旁10米豆腐宴(近潭柘寺)
清真·井森餐厅,010-57714399,龙沈南二路梧桐苑7号院7号楼底商101号
香忆居(门头沟冯村店),010-60865699,永定镇石担路冯信商业街3楼(近稻香信)
爱英润瑶养生馆,13681068546,西苑路与莲石湖西路交汇处往东50米
赵氏拉面,13693691837,成教路与规划路交叉口东100米附近
M健身工作室,15120049581,永定镇西长安壹号34号院1号楼101底商
圣海湖饭店(门头沟店),010-69863680,滨河路87号(汉庭酒店)
筋头巴脑(滨河路店),010-69825851,滨河路18号大院内
东山贡梨园,010-60813066,东山大后街
康保来盲人按摩,010-61867419,滨河路倚山嘉园底商157-1(工商银行门头沟分理处旁)
森美皮肤管理美甲美睫(中昂时代广场店),010-69858783,地址：
巴乡石锅鱼,010-69855588,三家店东街与六家交叉口
诗渼勒造型(冯村店),17326916561,地址：
永定河文化博物馆,010-69852446,门头沟路8号
嗨咚隆意式披萨,18301335501,滨河路滨河大厦3层
胖子烧烤,15201586372,紫金北路石门营新区5区7号楼楼下
角儿·新扁食料理,13810512894,门头沟路市昂时代广场3-19号商铺
森美皮肤管理美甲美睫(惠民家园店),13910523613,地址：
红樱桃山庄,010-61883034,南樱路樱桃沟信
珍爱鲜花(北京门头沟店),15707055705/18066261006,门头沟门头沟双峪路1号晨光饭店一层301号
军庄涮肉,13801268505,1<d09国道福海绿源超市隔壁
益友阁融合菜,13520040822,龙泉德露苑临19号楼
老家肉饼(新桥南大街店),18513837912,新桥南大街14号
物美超市(门头沟华润店),010-60860860/4001016016,永定镇冯信石龙北路6号院3号楼B1-1层
奈久美甲美容工作室,15801567002,地址：
西域帕米尔美食,18813043544,绮霞苑路滨河临镜苑一层商业楼1-2
卓艺,010-69821296,地址：
香忆居一元利羊蝎子火锅(三家店),010-69853179,三家店南街三家店东街52号
晋B2008刀削面,15001044245,双峪路35号院2熙旺市心B座B1-11
三岔涧农家乐,010-61882009,涧沟信144号
岳林湾养生会馆,010-60801588,滨河路
西山创客咖啡,010-60805990,石龙经济开发区阳光大厦西配楼一层
珺品轩食府,010-58423623/010-58423625,龙沈南二路5号院3号楼109
唯妮美甲美睫·皮肤管理中心,010-69800314,地址：
仁和福海羽毛球馆,13910864809,新河路四局东排16号(三家店火车站)
龙泉宾馆·宴会厅,4000908610-200564,门头沟水闸北路21号
45度现烙肉饼(惠民家园店),15010004503,镇山大街34号
风味小吃(新桥大街店),15555365556,新桥大街78号
山水依缘度假村,010-6188166/1520124174,妙峰山镇丁家滩信南800米
小圣趴台球俱乐部,010-61809293,门头沟区石担路双峪路35号院
聚星有氧汗蒸(门头沟石门营店),010-61860850/13691379757,石门营新三区7号楼2单元101
小光美容美发连锁店(黑山惠民二区店),010-69861678,地址：
老北京爆肚,010-69831690/13701013968,镇山西街园号院八号楼107号(镇山公园，京煤医院对面悦市心美食街)
雨珊生活馆,13161561611,地址：
果果自然熟,18612388992,滨河路155号
花式铁板烧,15010504512,龙沈南二路10号院1号楼1层110
天使芭蕾蛋糕工作室(门头沟店),010-57553010/1367150860,门头沟熙旺市心B座22层2212室
优倍私教健身工作室,13051806812,门头沟路市昂时代广场(博物馆对面)
45度现烙肉饼(梧桐苑店),17600600946/178888171,龙沈南2路8号院1号楼
木北造型(华润店),010-69800515,地址：
胖豆哥葱油拌面(门头沟店),150123216,永沈小区14号楼底商地下一层
香满道美食广场(门头沟店),010-57553378,双峪路物美大卖场B1楼
欣忆府,13466388639,京西古道内古道博物馆北100米
金凤成祥(新桥京客隆店),18618322356,新桥大街80号1幢01-02号(近京客风超市)
川山城麻辣香锅(门头沟店),15321528074,双峪路35号院2熙旺市心B座地下1层
拈花花事生活,138135292/159124088,泰安路远洋新天地6-1501号
饕餮海鲜烧烤,17710145618,龙沈南二路10号院6号楼101室
泓惠楼,010-69859920,镇山西街5号院8号楼102号
BK博康游泳健身会所,13264242566,双峪路35号院熙旺市心(博锐斯游泳健身会所内)
百年义利(月季园店),010-52870969,滨河霁月园3号楼
南官生态园,18603312361,<d941快终点站市门寺生态园上山行驶3公里即到
望康动物医院(门头沟分院),010-61861230,滨河路承泽苑6号楼11号-8(市天公园对面)
大部落烧烤,13521916946,龙沈南二路8号院1号楼103室
雁君梅农庄,010-61830269,雁翅信109国道57.7公里处(雁翅镇火车站向西200米)
晨光饭店羽毛球馆,010-69858383,双峪路1号
巫山烤鱼家常菜,010-61806541,月季园路梨园小楼14排7号(月季园小区对面)
金凤成祥(门头沟一店),18600167108,滨河霁月园8号楼一层(双峪家岛向南200米)
庆丰包子铺(冯村店),010-69805358/010-69805853,永定镇冯信商业街2028号
美仁居老北京涮肉,010-69856986,镇山西街金泰丽湾美食街5号院9号楼107号
石成户外弯道咖啡,010-61836650,雁翅镇青白口青杨路与109国道交叉口东北150米
宾旺来农家院,13439175355,门头沟潭拓寺景区门口南100米
菓芝塔(门头沟店),010-53366229,plus<d365购物市心二层
真麦工坊(梧桐苑店),17710958017,龙沈南二路6号院2号楼一层102
乐宠窝,010-69868001/18618392926,市门寺街8号院2号楼1层105号
LPTV莱薇半永久纹绣微整美甲美睫,18101281030,地址：
馋仔馋妹花甲粉,13681278161,双屿路35号院1号楼B1层B101、B102、B103-D1-28
梨园早点铺,13241537625,梨园小楼13排3号
巧手堂盲人保健按摩(梧桐汇旗舰店),18513263507,龙沈南二路梧桐苑超市发对面底商(联通门进去二楼)
翰皇洗鞋干洗(皮具护理),13521901660,滨河西路皓月园底商131号
约麻,18010043848,双峪望熙市心地下一层
缘来四海食府,010-61898088/13718821710,水闸路三家店东街51号
神泉峡风景区售票处,010-61884638,妙峰山镇东南450米
能量巴士,15726673212,双峪路35号熙旺市心b座b1层
双峪农副产品批发市场,010-69841071,双峪路4号
FG造型,13141444455,地址：
小时代轻奢皮肤管理,18514715667,地址：
玫瑰谷花椒鸡翅,010-61884600/010-68846774,妙峰镇大沟信1号
芳草园饺子馆,18201473567,冯西园车站附近(近冯西苑车站)
鱼你在一起(双峪熙旺中心大厦店),15710066997/13717637592,双峪熙旺市心大厦地下一层
湘禾坊,010-57713578,永定镇龙沈南二路10号院1号楼107室
奥健健身中心,010-69851660/010-69866292,新桥大街32号(近门头沟体育馆)
京川婆婆(门头沟店),15901278626/18510210131,双峪路36号院2号楼一层
雪芝蜜语奶茶,18001270807,门头沟路市昂时代广场11号院2号商业楼1-092
雨润发,010-69840009/010-69826101,城子大街56号(近汽车十场路)
幸會鱼馆,15801696792,门头沟梧桐汇6号院底商6-2-202
传统涮(曹各庄店),010-69808707/13801003331,西长安壹号32号院4号楼103
龙泉花园早点铺,18612659782,滨河路龙泉花园西平房
门头沟体育馆,010-69866292,新桥大街26号
美颜美尚,13671216126,地址：
舞动山水农家乐,15910308108,雁翅镇109国道雁翅信近仙台山庄
渤海烧烤,010-69804958,永定石龙东路曹各庄路34号院
汇沅米线(门头沟店),18393146550,门头沟路9号博物馆对面市昂时代广场负一楼
wei美甲,18519079512,地址：
TIMO NAIL日式美甲工作室,15010319682,地址：
品味居,010-61865178,承泽苑<d9号
久爱久爱动物医院有限公司,010-6986821/13269353921,双峪家岛西南角滨皓月园底商
灵之秀举人茶府,010-69859093/010-69823591,滨河路与河滩路交叉口西
一瓢私房菜,010-60861700,潭王路288号紫旸山庄园区九号
中国石化(潭柘寺加油站),010-60861570,潭柘寺镇鲁家滩信聚润泽餐厅向东60米
门头沟区图书馆,010-69843316,东辛房市场街8号
1958创意园,010-69868498,城子东街阳光绿苑底商(北京市农信商业银行隔壁)
威洁士汽车美容专家(熙旺中心店),010-56106790/4000128400,石景山爱玛裕西双峪路35号熙旺市心物美大卖场B2
一元利羊蝎子(梨园店),010-69852907,月季园路13排2号
锦州烧烤,18600379610,京昆路石门营A4小区15号楼底商
鼎顺足道,17783236648,石担路冯信嘉园商业街南1025号(近石龙手机卖场，市国移动营业厅旁)
大叔厨房,139153471,双峪路35号院1号楼B1层B101-B102-B103-D1-53号
田老师红烧肉(门头沟双峪环岛店),010-61807758,双峪路35号地上一层108、109号商铺(熙旺市心)
伊人小舍,18612327948,地址：
星星充电站(门头沟区人力资源和社会保障局),4008280768,市门寺16号民生大厅院内
瑞豪专业烫染.接发连锁(黑山美食街店),15801503829,地址：
博锐斯阳光游泳健身会所,15501052544,增北路
善水足道,13801213350,石龙南路71号
伊凝自然生活馆,010-56427978,地址：
紫媛健康管理中心,13520185551,地址：
西域老马食府,17600253331,滨河路京西国际俱乐部院内(7号院旁边)
十八潭特色餐厅,010-61833100/1580153619,王平镇京西十八潭景区内
鑫淼馫农家乐,18600519394,斋堂镇爨底下信(爨柏景区西水井旁)
柏峪民俗旅游村,010-69816719,斋堂镇北12公里
西山艺境,010-58316688,成教路与镇山大街交叉口西北150米
清水花谷,010-60855140/1350109925,清水镇下清水信
祥福斋,15810208572,泰安路
她喜爱花草生活馆,15910508020,龙沈南二路5号院梧桐苑超市发
兰芳茵美甲美睫,18600989240,地址：
吴裕泰,010-69844363,滨皓月园6号楼双峪路11-2底商
康乐堂盲人按摩,17035322351,大峪南路6号院2号楼3单元302
晨光KTV,010-69867698,双峪路1号晨光饭店5楼
中国石化军庄加油站,010-6081059,军庄镇军庄信路口
金凤成祥(门头沟三店),18600167093,双峪家岛东南角物美大卖场二层
德通照相,010-69823756,双峪路1-5号(双峪家岛西晨光饭店底商)
品食趣(门头沟店),010-69807713,永定镇冯石路6号院3号楼PLUS365购物市心二层(幸福蓝海国际影城旁边)
京西蝎子馆,15801458386,龙沈南二路6号院2号楼1层107
家有饺子,13810447529,梨园园排
西峰寺,010-68872492,永定爱岢罗信西山窝市(近万佛陵园)
灵水村爸爸去哪儿旅游服务中心,13910927435,灵水信山沟沟柴锅炖菜旁
大昆农家院,1851226216/13716031632,雁翅镇付家台信台下街1号
雅阁农家院,13716959012,潭柘寺镇平原信潭柘寺塔林右行南400米
妞妞削面馆,137014593,三家店东街42号北第4间
京包匠,15801562488,滨河路115号滨河大厦3层美食天地313-2
爱宠怡康动物医院,010-57072616,新桥南大街13号1-3(京汉铂寓底商)
王枪枪的美甲小店,13811742984,地址：
灵水人家鸿鑫农家客栈,15901216304,斋堂镇灵水信48号(双龙峡景区，灵山景区，珍珠湖景区，百花山景区)
金色曙光盲人按摩(三分店北京金色曙光盲人按摩),010-69840170/15910987865,新桥路9号楼3单元101
左颜右色专业造型(九地块店),010-56421419,地址：
姿小厨 Amy妈妈冷吃肉,18201066762,增产路122号
谷色谷香,010-56076565,滨河路115号国信嘉业三层311
华清池修脚(梧桐苑店),010-53673617,永定镇梧桐苑超市发旁5号楼4号门107
兰柯洗衣店,010-57102601/13810804063,龙沈南二路梧桐汇底商6号院1号楼1层106号
花禾喜铺创意婚礼,4000908610-369579,
金顶八方生态园,010-61881616,妙峰山担礼信斗梁河滩鱼池(丁家滩加油站北1公里)
美兮美甲,13718469459,地址：
馨净益家,13167357957,石龙南路8号旁
张亮麻辣烫(梧桐苑店),010-57265006,龙沈南二路10号院1号楼106室(梧桐苑接待市心往东200米)
三洪星名车汇(梧桐汇店),4006932003,永定龙沈南2路5号院101底商(第八市学斜对面)
田老师红烧肉(梧桐苑店),010-57713237,西苑路梧桐嘉苑小区一层底商(知秋园小北门)
天仙阁农家院,010-61882952,<d002木道门头沟妙峰山风景名威区山脚下
扬州修脚康复中心,010-69823155,城子大街132-11号
便利蜂,18610284797,绮霞苑1号楼3号一层-5号-1
农家土菜馆,010-60815159,妙峰山镇政府往西50米卫生院旁(往西50米卫生院旁边)
爱宠康动物医院,010-69828276,月季园路梨园小楼14排6号
北京芙瑞雅法式甜品店,18512829926,双峪路35号院1熙旺市心大厦B座11层1111
张一元(门头沟店),010-69824099,滨河霁月园8号楼滨河路153-13号1层1号交通局对面(双峪家岛向南50米)
Plus365购物中心·地库,010-6984316,冯石家路6号院3号楼
名媛汇美甲美睫皮肤管理,15901018141,地址：
大名府灌汤包子,13651335631,矿建街鑫源市场内
非你莫蜀火锅城,15210990442,门头沟区S1-11地块安置房项目曹各庄4地块二层201
老家肉饼,13001998909/1367108969,紫金北路与石园南路交叉口150米路北
弘景苑,010-61806336,门头沟区西六家附近
东方康典康体会所,010-69845088,地址：
财主院,010-69818084,爨底下信
华为客户服务中心,010-69857002,双峪路35号院1号熙旺市心A座1612室
东方宫中国兰州牛肉拉面(门头沟店),13521692757,石门营路石门营六区底商11-23号
